Site,Latitude,Longitude,Altitude,Month,Season,Species,pH,TDS,EC,Alcalinite,PO4,NO3,Profondeur,Vegetation,Algues,Nature_fond,Count,Taux_infestation,total
Le chalet,0.6966076860980273,3.407960195532211,7.291519960110962,Octobre,Pluvieuse,Biomphalaria pfeifferi,2.0943301541735866,6.18887994984946,6.7695271596986935,3.8628327612373745,1.2612978709452054,1.2383742310432684,1.0296194171811581,Forte,Modérées,Rocheux,2.9444389791664403,2.72785282839839,5.236441962829949
Mawe Hai,0.712831173368352,3.4065718134956104,7.306128633276545,Octobre,Pluvieuse,Melanoides tuberculata,2.1186622548331173,6.247075288559693,6.8656825025602295,4.188138441508461,0.5922212619699848,1.326278928709904,0.412109650826833,Faible,Abondantes,Rocheux,2.0794415416798357,1.791759469228055,4.48863636973214
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.297294236540043,Septembre,Pluvieuse,Biomphalaria pfeifferi,2.1412419425852827,6.351757936569426,6.926086235666861,4.048300623720694,0.5098251234324072,1.066777565148091,0.9439058989071284,Forte,Modérées,Rocheux,3.091042453358316,3.2068032436339315,4.51085950651685
Plage du Peuple,0.6987658661412391,3.407702941213177,7.288244401020124,Juin,Sèche,Biomphalaria pfeifferi,2.2407096892759584,6.18517928773138,6.74829050433111,4.324132656254979,1.018486244188825,1.544792718940569,0.7178397931503169,Moyenne,Modérées,Vaseux,3.367295829986474,2.7212954278522306,4.23410650459726
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.29776828253138,Octobre,Pluvieuse,Biomphalaria pfeifferi,2.1644717908644115,6.34651316930213,6.908654874224973,4.273884476054178,1.1362291522394166,1.1174340429086975,1.1908875647772805,Faible,Modérées,Sableux,2.833213344056216,3.265759410767051,4.574710978503383
Port Bisengimana,0.6931471805599453,3.408528675268409,7.301080327196133,Juillet,Sèche,Biomphalaria pfeifferi,2.2364452904895007,6.199900469549918,6.782078670894135,4.26549281841793,1.390286382389428,1.0657446850424928,0.9858167945227653,Moyenne,Modérées,Vaseux,3.6109179126442243,2.8903717578961645,4.68213122712422
Marché de Kituku,0.706056495634798,3.4067753292803804,7.300202690008998,Octobre,Pluvieuse,Lymnaea natalensis,2.089391872533004,6.365610971958719,7.001336692603667,4.689511334421843,1.404625317804614,1.0249657484998111,0.9631743177730056,Moyenne,Modérées,Rocheux,3.2188758248682006,3.370738174177447,4.663439094112067
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.293969607498164,Août,Sèche,Bellamya capillata,2.1114245875328868,6.213207117506563,6.767573248382274,4.133565275375382,0.7677907235557111,1.0112372091831088,1.2029723039923526,Forte,Modérées,Rocheux,1.9459101490553132,1.791759469228055,4.418840607796598
Le chalet,0.6966076860980273,3.407960195532211,7.294377299288821,Septembre,Pluvieuse,Biomphalaria pfeifferi,2.167910189667444,5.787510690186913,6.348614378269926,4.658710952916121,1.2455944790167555,1.0094167098636386,1.2149127443642704,Moyenne,Modérées,Rocheux,2.772588722239781,2.5494451709255714,4.499809670330265
Marché de Kituku,0.706056495634798,3.4067753292803804,7.298309774354547,Août,Sèche,Biomphalaria pfeifferi,2.1029138978649784,6.355760378178076,6.911548077220833,4.370712874773608,1.5280109137383713,2.0721651327090598,1.2864740258376797,Moyenne,Abondantes,Vaseux,3.2188758248682006,3.3843902633457743,4.663439094112067
Le chalet,0.6966076860980273,3.407960195532211,7.291860547968892,Octobre,Pluvieuse,Biomphalaria pfeifferi,2.180417459019838,6.071891796220597,6.6581394073368125,4.364371699435161,1.1556225433848892,0.9726710653102627,1.2947271675944,Forte,Modérées,Sableux,3.871201010907891,2.631888840136646,5.236441962829949
Port Bisengimana,0.6931471805599453,3.408528675268409,7.29335775799405,Octobre,Pluvieuse,Lymnaea natalensis,2.136530508663963,5.88025361777198,6.380122536899765,4.350277936359301,0.9034081060431414,1.501852701754163,0.9555114450274363,Moyenne,Abondantes,Vaseux,1.0986122886681098,3.039749158970765,5.056245805348308
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.2985804103507865,Août,Sèche,Bellamya capillata,2.2289385528257473,6.263398262591624,6.826111289941627,4.039536325727106,0.4324315563379787,1.2211248631435017,1.3001916620664788,Moyenne,Modérées,Rocheux,2.5649493574615367,1.791759469228055,4.418840607796598
Le chalet,0.6966076860980273,3.407960195532211,7.292541375881901,Juillet,Sèche,Ceratophallus natalensis,2.145931282948669,6.065411792060065,6.693199744854461,4.249922794040544,1.1039314501457096,1.3566080507495302,1.1118575154181303,Forte,Absentes,Sableux,0.6931471805599453,1.791759469228055,4.653960350157523
Plage du Peuple,0.6987658661412391,3.407702941213177,7.286671051856765,Septembre,Pluvieuse,Melanoides tuberculata,2.2049722641270453,6.229102544572644,6.797270545806865,4.465908118654584,1.428874808655009,1.1786549963416462,1.2781522025001875,Faible,Absentes,Vaseux,2.6390573296152584,1.791759469228055,4.2626798770413155
Port Bisengimana,0.6931471805599453,3.408528675268409,7.2954636655010425,Juin,Sèche,Bulinus forskalii,2.0943301541735866,6.260154913378162,6.871609832345784,4.464758032271346,0.586118607801422,2.1972245773362196,0.19062035960864973,Moyenne,Abondantes,Vaseux,2.4849066497880004,2.856470206220483,4.990432586778736
Mawe Hai,0.712831173368352,3.4065718134956104,7.295192184570911,Juin,Sèche,Melanoides tuberculata,2.2407096892759584,6.060057338573594,6.670386020403945,4.139955073474153,0.5341514490694873,0.898534010284896,0.4762341789963716,Faible,Abondantes,Sableux,1.0986122886681098,1.791759469228055,4.532599493153256
Mawe Hai,0.712831173368352,3.4065718134956104,7.299527059958299,Septembre,Pluvieuse,Bulinus tropicus,2.1598687907924505,6.3272222427913265,6.9065545584056185,4.174387269895637,0.6780335427498971,1.3972343011582251,0.8109302162163288,Moyenne,Modérées,Sableux,3.2188758248682006,2.8507065015037334,4.718498871295094
Le chalet,0.6966076860980273,3.407960195532211,7.289269166267788,Juin,Sèche,Bulinus tropicus,2.1587147225743437,6.397762641520038,7.001154543240687,3.8308129500026027,0.7724203614544531,0.3694924476493468,0.9162907318741551,Forte,Abondantes,Rocheux,1.6094379124341003,1.9740810260220096,4.663439094112067
Plage du Peuple,0.6987658661412391,3.407702941213177,7.282692448721343,Juin,Sèche,Bulinus tropicus,2.189416394888408,6.258433577962221,6.876986745310501,4.498697941477575,1.692307390256395,1.3182831505033468,1.0260415958332743,Faible,Modérées,Rocheux,1.791759469228055,2.766319109226186,4.23410650459726
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.292201019866226,Août,Sèche,Bellamya capillata,2.130609828254235,6.1721180468012395,6.788746492399935,4.009149716158869,1.5554040239416147,0.4114471797857118,1.0473189942805592,Forte,Abondantes,Sableux,2.3978952727983707,1.791759469228055,4.859812404361672
Plage du Peuple,0.6987658661412391,3.407702941213177,7.283242163570615,Octobre,Pluvieuse,Bellamya capillata,2.175887439948088,5.670914871030584,6.29212454085002,4.264087336809195,1.791759469228055,1.4485646868460151,0.29266961396282,Forte,Absentes,Rocheux,2.5649493574615367,1.8718021769015913,4.8283137373023015
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.290361092944218,Novembre,Pluvieuse,Biomphalaria pfeifferi,2.2235418856535927,6.219197550755999,6.809370377060736,4.417635062141249,0.9066443548223496,0.6564831961883539,1.091923300517313,Forte,Modérées,Sableux,3.2188758248682006,2.89591193827178,4.736198448394496
Plage du Peuple,0.6987658661412391,3.407702941213177,7.286944855678039,Octobre,Pluvieuse,Biomphalaria pfeifferi,2.0162354657760435,6.243001172923409,6.83130610681873,4.26549281841793,0.7911809208313108,0.520577915208669,0.5187937934151675,Moyenne,Abondantes,Rocheux,0.6931471805599453,3.2188758248682006,4.8283137373023015
Mawe Hai,0.712831173368352,3.4065718134956104,7.2993242818981905,Août,Sèche,Bulinus forskalii,2.175887439948088,6.336294616678791,6.934883946370389,4.511957804265912,0.9516578757114464,1.9836187305024984,0.9242589015233319,Forte,Absentes,Rocheux,1.9459101490553132,2.2300144001592104,4.8283137373023015
Plage du Peuple,0.6987658661412391,3.407702941213177,7.292337176173877,Octobre,Pluvieuse,Melanoides tuberculata,2.2407096892759584,6.07073772800249,6.692455881690976,4.060443010546419,1.1167795926235586,0.8346467428336448,0.37156355643248307,Moyenne,Absentes,Rocheux,1.0986122886681098,1.791759469228055,4.8283137373023015
Mawe Hai,0.712831173368352,3.4065718134956104,7.297226497335952,Octobre,Pluvieuse,Bulinus tropicus,2.21375387928743,6.232251533594787,6.833678075585821,4.4331949212482815,0.7575294394892135,1.0892351268555127,1.1969481893889715,Moyenne,Modérées,Sableux,0.6931471805599453,2.7212954278522306,4.48863636973214
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.29817442888503,Septembre,Pluvieuse,Melanoides tuberculata,2.0794415416798357,5.918087077303206,6.45833828334479,4.091005660956586,1.4443273923705,0.5270925962298626,0.8671004876833833,Moyenne,Modérées,Rocheux,1.9459101490553132,1.791759469228055,4.51085950651685
Plage du Peuple,0.6987658661412391,3.407702941213177,7.286397173046426,Octobre,Pluvieuse,Biomphalaria pfeifferi,2.2159372862683733,6.202737925851705,6.788859124038281,4.37449836825309,0.48612301112561884,0.6059539688575679,1.205970806988609,Moyenne,Abondantes,Rocheux,3.9512437185814275,3.246490991901174,4.8283137373023015
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.290361092944218,Octobre,Pluvieuse,Bulinus tropicus,2.169053700369523,6.186620061882023,6.7650389767805414,4.219507705176107,0.8522854018982426,1.499846235804006,1.2296405510745139,Faible,Absentes,Rocheux,0.6931471805599453,3.086486636822455,4.574710978503383
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.293493756906268,Juin,Sèche,Melanoides tuberculata,2.150598735996164,5.985697952213645,6.641051612915548,4.564348191467836,1.08417524087034,2.1185420553017504,0.9516578757114464,Faible,Modérées,Vaseux,1.3862943611198906,1.791759469228055,4.624972813284271
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.294037567673527,Août,Sèche,Lymnaea natalensis,2.166765369851511,5.798183150077685,6.3833377016966795,4.286341384539473,1.1662709371419244,1.179885008796846,1.1878434223960523,Faible,Modérées,Rocheux,2.6390573296152584,2.0014800002101243,4.418840607796598
Port Bisengimana,0.6931471805599453,3.408528675268409,7.302900654683446,Août,Sèche,Melanoides tuberculata,2.1482677326096886,6.128178370423804,6.651701064210668,4.3294166844015844,0.911479174876933,1.7112722183153684,1.1537315878891892,Forte,Absentes,Vaseux,2.0794415416798357,1.791759469228055,4.248495242049359
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.291792439676681,Novembre,Pluvieuse,Ceratophallus natalensis,2.2407096892759584,5.931449114697996,6.509216130944706,4.356708826689592,1.0640208438984906,1.125578736897924,0.8458682675776092,Forte,Abondantes,Vaseux,1.791759469228055,1.916922612182061,4.736198448394496
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.297091005160418,Septembre,Pluvieuse,Melanoides tuberculata,2.1724764076470255,6.23342985266278,6.83065822859717,4.558078578454241,0.7114781372446687,0.9711576333149952,1.1410330045520618,Moyenne,Modérées,Rocheux,2.1972245773362196,1.791759469228055,3.7376696182833684
Le chalet,0.6966076860980273,3.407960195532211,7.296819965722521,Novembre,Pluvieuse,Gyraulus costulatus,2.0943301541735866,5.937536205082426,6.61472560020376,4.487512142519859,0.594982931772714,0.4382549309311553,0.19062035960864973,Moyenne,Absentes,Rocheux,0.6931471805599453,1.791759469228055,3.58351893845611
Plage du Peuple,0.6987658661412391,3.407702941213177,7.287355420895247,Septembre,Pluvieuse,Bellamya capillata,2.1838015570040787,5.91052560460263,6.525909036472607,4.4355674016019115,1.1387940783009416,0.7304429653036423,0.6043159668533294,Faible,Modérées,Rocheux,3.044522437723423,1.791759469228055,4.2626798770413155
Port Bisengimana,0.6931471805599453,3.408528675268409,7.292201019866226,Juin,Sèche,Biomphalaria pfeifferi,2.21046980408624,5.949600343009283,6.499335811047536,4.31748811353631,0.5624688569178292,1.0335402919243948,0.598836501088704,Moyenne,Abondantes,Rocheux,2.4849066497880004,2.7343675094195836,4.990432586778736
Plage du Peuple,0.6987658661412391,3.407702941213177,7.28337954507928,Juin,Sèche,Biomphalaria pfeifferi,2.186051276738094,6.400921676485684,7.010943436778306,4.135166556742356,1.1301109557274807,1.3694024934496725,0.9122827104766162,Moyenne,Absentes,Rocheux,3.044522437723423,2.884800712846709,4.23410650459726
Mawe Hai,0.712831173368352,3.4065718134956104,7.2966844184502015,Juin,Sèche,Bellamya capillata,2.1482677326096886,6.2136075980886085,6.786039520298041,4.021773869387265,0.24294617861038947,1.4329393689429344,0.8020015854720274,Forte,Absentes,Sableux,0.6931471805599453,1.791759469228055,4.532599493153256
Plage du Peuple,0.6987658661412391,3.407702941213177,7.290702075659699,Août,Sèche,Bulinus forskalii,2.2407096892759584,5.995456568377519,6.518114306220858,4.508659285607248,1.0899078480379634,1.9942920666381405,0.6678293725756554,Moyenne,Modérées,Sableux,2.9444389791664403,2.4765384001174837,4.700480365792417
Marché de Kituku,0.706056495634798,3.4067753292803804,7.294716915525742,Août,Sèche,Melanoides tuberculata,2.2202898502672155,6.119197913617533,6.633450003571995,4.2626798770413155,0.9741822102899327,0.8033459728580209,0.412109650826833,Forte,Modérées,Sableux,1.6094379124341003,1.791759469228055,4.663439094112067
Port Bisengimana,0.6931471805599453,3.408528675268409,7.29308570466992,Septembre,Pluvieuse,Ceratophallus natalensis,2.143589361503588,6.248042874508429,6.863176235584169,4.144720769547168,0.7452651348220519,1.4095224872390977,0.4382549309311553,Faible,Abondantes,Sableux,0.6931471805599453,2.681021528714291,4.672828834461906
Plage du Peuple,0.6987658661412391,3.407702941213177,7.286944855678039,Novembre,Pluvieuse,Lymnaea natalensis,2.2159372862683733,5.98770749823027,6.544487219573761,4.07753744390572,1.0497721232486361,1.0536149227373741,0.5187937934151675,Faible,Absentes,Sableux,1.9459101490553132,2.631888840136646,4.127134385045092
Port Bisengimana,0.6931471805599453,3.408528675268409,7.291451828617153,Novembre,Pluvieuse,Bellamya capillata,2.1424163408412245,5.938854596835685,6.536401700502741,4.290459441148391,1.2778736121654701,1.4710949628123557,1.3270750014599193,Moyenne,Abondantes,Sableux,2.5649493574615367,1.8870696490323797,4.990432586778736
Port Bisengimana,0.6931471805599453,3.408528675268409,7.2911111015022,Juin,Sèche,Melanoides tuberculata,2.1826747963214883,6.024899323194219,6.595507252585106,4.5612182984589085,1.791759469228055,1.725975728682052,1.264126727145683,Forte,Modérées,Sableux,2.4849066497880004,1.791759469228055,4.990432586778736
Marché de Kituku,0.706056495634798,3.4067753292803804,7.300877863891915,Juillet,Sèche,Bulinus tropicus,2.1849270495258133,6.042632833682381,6.7003620377591595,4.37197629882038,1.791759469228055,1.1502555218199482,0.6151856390902334,Faible,Modérées,Vaseux,1.791759469228055,2.995732273553991,4.543294782270004
Mawe Hai,0.712831173368352,3.4065718134956104,7.303102708902016,Septembre,Pluvieuse,Bellamya capillata,2.2407096892759584,6.0236896944027185,6.591673732008658,4.238444906195857,1.5791848692630794,0.9539717988418436,0.8754687373538999,Moyenne,Absentes,Rocheux,2.302585092994046,1.791759469228055,4.718498871295094
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.285575086269977,Juillet,Sèche,Melanoides tuberculata,2.1482677326096886,6.1764907763090635,6.754604099487962,4.018183201256536,0.7447904137117838,1.097278065654973,0.7793248768009976,Moyenne,Abondantes,Sableux,2.3978952727983707,1.791759469228055,4.74493212836325
Marché de Kituku,0.706056495634798,3.4067753292803804,7.299053847172724,Août,Sèche,Bellamya capillata,2.1724764076470255,5.838604700463646,6.4792773965649,4.308110951723713,1.791759469228055,1.695982513834286,1.3297240096314962,Faible,Modérées,Vaseux,1.0986122886681098,1.791759469228055,4.663439094112067
Le chalet,0.6966076860980273,3.407960195532211,7.292813577312639,Octobre,Pluvieuse,Biomphalaria pfeifferi,2.1826747963214883,5.643324505619087,6.278521424165844,4.318820558770089,0.5641767992629853,0.7075430608436777,0.636576829071551,Moyenne,Modérées,Rocheux,3.5263605246161616,2.3978952727983707,5.236441962829949
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.287081729480606,Août,Sèche,Lymnaea natalensis,2.0856720914304723,5.940697430054329,6.558623244214133,4.085976312551584,1.2748039850865274,1.0681530811834012,1.1052568313867783,Forte,Modérées,Rocheux,2.302585092994046,1.791759469228055,4.859812404361672
Plage du Peuple,0.6987658661412391,3.407702941213177,7.282211200215957,Septembre,Pluvieuse,Bulinus tropicus,2.060513531794317,6.037154673025098,6.6261878075302105,4.131961425793407,0.42918163472548043,0.9869355714434871,0.9082585601768908,Moyenne,Modérées,Rocheux,1.3862943611198906,3.0819099697950434,4.2626798770413155
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.290361092944218,Juin,Sèche,Bulinus forskalii,2.1016921506146558,6.178773645412976,6.7512184211619095,4.3067641501733345,0.6780335427498971,1.5900511986339103,0.2776317365982795,Forte,Abondantes,Vaseux,2.9444389791664403,1.791759469228055,4.6913478822291435
Mawe Hai,0.712831173368352,3.4065718134956104,7.301687471276577,Juin,Sèche,Bulinus forskalii,2.1400661634962708,6.09852361940139,6.680352670747544,4.4953553199808844,1.097278065654973,1.3158718968233447,1.3787660946990992,Faible,Abondantes,Rocheux,2.5649493574615367,2.028148247292285,4.532599493153256
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.288995998199437,Juin,Sèche,Melanoides tuberculata,2.21375387928743,6.4157514094567345,6.95253742175403,4.411585436915426,0.4369637751675354,0.9962103550500285,0.8960880245566356,Faible,Abondantes,Rocheux,1.9459101490553132,1.791759469228055,4.6913478822291435
Mawe Hai,0.712831173368352,3.4065718134956104,7.2986480579070445,Octobre,Pluvieuse,Bellamya capillata,2.134166441369082,5.859075359062237,6.4858558644105475,4.162003210695915,0.9094675065260296,1.471554205070714,1.1537315878891892,Moyenne,Modérées,Sableux,1.6094379124341003,1.791759469228055,4.48863636973214
Mawe Hai,0.712831173368352,3.4065718134956104,7.297835985046554,Juillet,Sèche,Bulinus tropicus,2.191653532286764,6.063087290780949,6.580500431410533,3.754198920234579,0.461845441544272,1.3545456628053103,0.8878912573524571,Forte,Modérées,Rocheux,2.302585092994046,2.0794415416798357,4.804021044733257
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.287902579106012,Octobre,Pluvieuse,Biomphalaria pfeifferi,2.211565694606877,6.090404494962885,6.726473181762845,4.537961436294641,1.0242478733792475,0.5613286059390974,0.9745596399981308,Forte,Modérées,Sableux,2.995732273553991,2.388762789235098,4.875197323201151
Port Bisengimana,0.6931471805599453,3.408528675268409,7.296345469865456,Septembre,Pluvieuse,Bulinus forskalii,2.2407096892759584,6.24436105657154,6.830118009254985,4.268297869345539,0.7816158285475535,0.8276780735175515,0.7793248768009976,Moyenne,Abondantes,Rocheux,1.791759469228055,3.1654750481410856,4.672828834461906
Plage du Peuple,0.6987658661412391,3.407702941213177,7.2857121476737,Octobre,Pluvieuse,Bulinus forskalii,2.105352923464337,6.037632227952989,6.607865663422611,4.189654742026425,0.7173518692567626,0.9178894532378521,0.5068176023684519,Moyenne,Modérées,Vaseux,2.1972245773362196,2.990719731730447,4.8283137373023015
Mawe Hai,0.712831173368352,3.4065718134956104,7.2975651474797285,Août,Sèche,Lymnaea natalensis,2.154085084675602,6.32310369457549,6.893656354602635,4.354141431184346,0.647626665258136,0.7001227942963706,0.3920420877760237,Faible,Abondantes,Sableux,2.0794415416798357,1.8562979903656263,4.8283137373023015
Mawe Hai,0.712831173368352,3.4065718134956104,7.301957194811591,Octobre,Pluvieuse,Melanoides tuberculata,2.131796772013764,6.418038618426381,7.0284673541444,4.333361462692601,0.5938791789012764,1.0303334479148152,1.358409157630355,Forte,Modérées,Rocheux,2.6390573296152584,1.791759469228055,4.48863636973214
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.290224667295986,Juin,Sèche,Bulinus forskalii,2.211565694606877,6.082447194819853,6.7015917477026115,4.151039905898646,0.5971867894140341,0.38390093019232385,1.0331844833456545,Faible,Modérées,Rocheux,1.9459101490553132,1.791759469228055,4.6913478822291435
Mawe Hai,0.712831173368352,3.4065718134956104,7.29817442888503,Juillet,Sèche,Biomphalaria pfeifferi,2.2407096892759584,6.149322631723562,6.786152457222888,4.403054001865957,1.355061658688792,1.4279160358107101,0.6418538861723948,Moyenne,Absentes,Sableux,3.332204510175204,2.2617630984737906,4.804021044733257
Marché de Kituku,0.706056495634798,3.4067753292803804,7.299864932043143,Novembre,Pluvieuse,Melanoides tuberculata,2.2027647577118348,5.9949584363622375,6.566813066889472,4.2017030805426,0.4836599556932212,0.6086780239334952,1.3297240096314962,Forte,Modérées,Vaseux,0.6931471805599453,1.791759469228055,4.330733340286331
Mawe Hai,0.712831173368352,3.4065718134956104,7.3005403339329265,Juin,Sèche,Biomphalaria pfeifferi,2.0693912058263346,5.802118375377063,6.355934034512627,4.034240638152395,1.7514581724545293,1.4749918158811777,0.8796267475025635,Faible,Modérées,Rocheux,2.1972245773362196,2.2512917986064953,4.532599493153256
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.285369458934525,Juin,Sèche,Melanoides tuberculata,2.2407096892759584,6.231071824452857,6.858249859078298,4.417635062141249,1.5151272329628591,0.8928173756885129,1.1314021114911006,Moyenne,Absentes,Sableux,2.772588722239781,1.791759469228055,4.6913478822291435
Port Bisengimana,0.6931471805599453,3.408528675268409,7.298039065094637,Septembre,Pluvieuse,Bellamya capillata,2.231089091288976,6.45031243178126,7.054017785960389,4.599152113662528,0.5056120567131033,0.7153977894947651,1.2809338454620642,Faible,Absentes,Vaseux,1.6094379124341003,2.028148247292285,4.672828834461906
Mawe Hai,0.712831173368352,3.4065718134956104,7.305053797757241,Juillet,Sèche,Ceratophallus natalensis,2.2407096892759584,5.833347679010845,6.442699389460335,4.290459441148391,1.018125037755423,1.0848513734180727,0.3987761199573678,Forte,Abondantes,Sableux,2.772588722239781,1.791759469228055,4.804021044733257
Marché de Kituku,0.706056495634798,3.4067753292803804,7.299932492763366,Août,Sèche,Melanoides tuberculata,2.1412419425852827,6.215008018443519,6.794026513653794,4.757032535297338,0.8458682675776092,1.2438663679876125,0.8628899551470398,Moyenne,Modérées,Sableux,1.6094379124341003,1.791759469228055,4.663439094112067
Port Bisengimana,0.6931471805599453,3.408528675268409,7.297700575432264,Juillet,Sèche,Ceratophallus natalensis,2.21375387928743,6.141176820336309,6.696787303598061,4.535820107853298,0.4700036292457356,0.4953058121079539,0.636576829071551,Moyenne,Modérées,Rocheux,1.6094379124341003,1.8718021769015913,4.68213122712422
Plage du Peuple,0.6987658661412391,3.407702941213177,7.288039321893042,Novembre,Pluvieuse,Biomphalaria pfeifferi,2.186051276738094,6.3377102955561755,6.97886590644009,4.440295542797857,0.316998126785834,1.7924259137712155,0.5877866649021191,Moyenne,Modérées,Rocheux,3.1354942159291497,3.332204510175204,4.127134385045092
Plage du Peuple,0.6987658661412391,3.407702941213177,7.29308570466992,Août,Sèche,Melanoides tuberculata,2.162172939277301,6.244555174790144,6.85835492868701,4.294560608892605,0.8599319982047707,1.3018252044934406,0.3074846997479606,Faible,Modérées,Vaseux,0.6931471805599453,1.791759469228055,4.700480365792417
Marché de Kituku,0.706056495634798,3.4067753292803804,7.294988525495498,Juin,Sèche,Melanoides tuberculata,2.2407096892759584,6.106354512981937,6.76122548628624,4.293195420967266,1.2717249063767546,0.9118810233854551,0.5247285289349821,Faible,Modérées,Vaseux,1.6094379124341003,1.791759469228055,4.174387269895637
Le chalet,0.6966076860980273,3.407960195532211,7.292677485858972,Septembre,Pluvieuse,Lymnaea natalensis,2.2027647577118348,5.904271335405605,6.552650530212922,4.390738575275903,1.2839847422953208,1.331310052787131,1.1118575154181303,Moyenne,Abondantes,Rocheux,2.302585092994046,2.174751721484161,4.499809670330265
Marché de Kituku,0.706056495634798,3.4067753292803804,7.29654885280233,Août,Sèche,Lymnaea natalensis,2.1471001901536506,6.343880434126331,6.943411956190172,4.050044303325521,0.45679173527350503,1.2848151921700368,0.8153648132841945,Faible,Modérées,Vaseux,1.6094379124341003,2.681021528714291,4.663439094112067
Mawe Hai,0.712831173368352,3.4065718134956104,7.301012843982557,Septembre,Pluvieuse,Melanoides tuberculata,2.145931282948669,6.087683404848525,6.694685813239402,4.410371107683024,0.3357576956833441,0.42133845726445457,0.9162907318741551,Faible,Abondantes,Sableux,2.4849066497880004,1.791759469228055,4.718498871295094
Mawe Hai,0.712831173368352,3.4065718134956104,7.302833294203815,Août,Sèche,Gyraulus costulatus,2.122261538862764,6.008567455007644,6.599734435534826,4.163559631243574,1.007227726866257,1.637636566792779,1.0784095813505903,Moyenne,Abondantes,Sableux,0.6931471805599453,1.791759469228055,4.8283137373023015
Mawe Hai,0.712831173368352,3.4065718134956104,7.300202690008998,Octobre,Pluvieuse,Biomphalaria pfeifferi,2.1471001901536506,6.280770300675861,6.909853077064283,4.530446639792155,1.704384389743054,1.0367368849500223,0.7030975114131134,Forte,Abondantes,Sableux,2.9444389791664403,3.044522437723423,4.48863636973214
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.289132591561211,Juillet,Sèche,Ceratophallus natalensis,2.1258479144939915,6.136430317358168,6.733282837131582,4.454347296253507,0.739553553374101,1.2412685890696329,1.085189268335969,Forte,Modérées,Rocheux,2.4849066497880004,1.791759469228055,4.454347296253507
Marché de Kituku,0.706056495634798,3.4067753292803804,7.29335775799405,Septembre,Pluvieuse,Lymnaea natalensis,2.2289385528257473,6.310100079881413,6.899622295751948,4.440295542797857,0.6333971761541713,0.8144794657274703,1.3609765531356006,Moyenne,Abondantes,Sableux,2.1972245773362196,3.173878458937465,4.2626798770413155
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.29654885280233,Juillet,Sèche,Bulinus forskalii,2.2321626286975,6.197461939587221,6.784004471545962,4.308110951723713,1.791759469228055,1.9578387199205871,0.959350221334602,Moyenne,Modérées,Sableux,2.70805020110221,1.840549633397487,4.74493212836325
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.288312751384116,Novembre,Pluvieuse,Biomphalaria pfeifferi,2.151762203259462,6.043582501370088,6.6369958737262635,3.6000482404073204,0.7793248768009976,1.5370822502419599,1.0784095813505903,Faible,Abondantes,Sableux,2.70805020110221,2.9856819377004897,4.736198448394496
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.2949206299188685,Septembre,Pluvieuse,Lymnaea natalensis,2.2407096892759584,6.067962518080707,6.631342798788587,4.235554730773624,1.40192161700559,1.1144856378244,0.7654678421395714,Moyenne,Modérées,Vaseux,1.3862943611198906,2.0149030205422647,3.7376696182833684
Port Bisengimana,0.6931471805599453,3.408528675268409,7.291315551702252,Novembre,Pluvieuse,Melanoides tuberculata,2.2267833795777636,6.12029741895095,6.700608100752526,4.210645017918261,0.6243328645595856,1.9009127831245776,1.1817271953786161,Moyenne,Abondantes,Vaseux,1.791759469228055,1.791759469228055,4.990432586778736
Mawe Hai,0.712831173368352,3.4065718134956104,7.3015525822226195,Juin,Sèche,Biomphalaria pfeifferi,2.2202898502672155,6.178980920779041,6.7447656504876745,4.580877493419047,0.4922542381805553,1.9451956081174444,1.2296405510745139,Faible,Modérées,Sableux,3.091042453358316,2.33214389523559,4.532599493153256
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.291860547968892,Septembre,Pluvieuse,Bulinus forskalii,2.1849270495258133,6.160363083569796,6.7447656504876745,4.11414718951828,1.2950011026734998,1.892509372328198,0.6780335427498971,Forte,Absentes,Vaseux,2.6390573296152584,3.039749158970765,4.51085950651685
